# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00140477	1248	1263		744	759	14	0.067	t6	Y	+	P	0.6
TCONS_00140477	296	311		782	797	14	0.067	d11	R	+	A	0.6
TCONS_00039411	7053	7071		195	213	17	0.056	d6	Y	+	P	0.39
TCONS_00039405	948	963		206	221	14	0.067	o8	Y	+	P	0.33
TCONS_00039410	948	963		206	221	14	0.067	o8	Y	+	P	0.33
TCONS_00039411	45	60		206	221	14	0.067	o8	Y	+	P	0.33
TCONS_00167741	820	835		210	225	14	0.067	o1	Y	+	P	0.2
TCONS_00151055	696	711		384	399	14	0.067	d2	M	+	P	0.87
TCONS_00151055	696	711		384	399	14	0.067	d2	M	+	A	0.87
TCONS_00052443	5961	5976		957	972	14	0.067	d8	R	+	A	0.67
TCONS_00067824	1121	1136		970	985	14	0.067	t11	Y	+	P	0.4
TCONS_00075522	1745	1761		966	982	15	0.062	t6	R	+	A	0.5
TCONS_00079871	378	393		789	804	14	0.067	d4	Y	-	P	0.73
TCONS_00067531	325	340		576	591	14	0.067	d5	M	-	P	0.2
TCONS_00064084	411	426		184	199	14	0.067	d10	R	+	A	0.47
TCONS_00064084	491	506		184	199	14	0.067	d10	R	+	A	0.47
TCONS_00064084	707	723		184	200	15	0.062	d10	R	+	A	0.5
TCONS_00064084	570	585		184	199	14	0.067	d10	R	+	A	0.47
TCONS_00140475	1548	1563		704	719	14	0.067	d9	Y	-	P	0.67
TCONS_00140476	1548	1563		704	719	14	0.067	d9	Y	-	P	0.67
TCONS_00140477	1548	1563		704	719	14	0.067	d9	Y	-	P	0.67
TCONS_00021426	229	246		589	606	16	0.059	d10	R	+	A	0.53
TCONS_00067824	1241	1256		764	779	14	0.067	t3	R	+	A	0.6
TCONS_00070550	563	578		764	779	14	0.067	o9	Y	+	P	0.53
TCONS_00052443	2697	2714		32	49	16	0.059	d5	M	-	A	0.18
TCONS_00064084	2289	2304		32	47	14	0.067	d5	M	-	P	0.13
TCONS_00091949	1930	1945		32	47	14	0.067	d5	R	-	A	0.13
TCONS_00091950	1930	1945		32	47	14	0.067	d5	R	-	A	0.13
TCONS_00039422	1031	1046		248	263	14	0.067	t11	Y	+	P	0.53
TCONS_00052443	6105	6120		248	263	14	0.067	t8	R	+	A	0.6
TCONS_00201401	562	578		248	264	15	0.062	t9	R	+	A	0.5
TCONS_00039411	7058	7073		382	397	14	0.067	t2	Y	+	P	0.47
TCONS_00055749	381	396		385	400	14	0.067	o5	Y	+	P	0.4
TCONS_00055750	663	678		385	400	14	0.067	o5	Y	+	P	0.4
TCONS_00064084	760	775		385	400	14	0.067	o8	R	+	A	0.4
TCONS_00087986	2364	2380		383	399	15	0.062	t5	R	+	A	0.38
TCONS_00108869	868	883		383	398	14	0.067	t1	M	+	P	0.4
TCONS_00151055	1917	1932		383	398	14	0.067	t13	R	+	A	0.4
TCONS_00167180	1793	1808		383	398	14	0.067	t3	R	+	A	0.47
TCONS_00011596	253	273		172	192	18	0.1	t4t11	Y	-	P	0.5
TCONS_00011600	251	271		172	192	18	0.1	t4t11	Y	-	P	0.5
TCONS_00011601	253	273		172	192	18	0.1	t4t11	Y	-	P	0.5
TCONS_00039405	660	675		938	953	14	0.067	b5	Y	-	P	0.6
TCONS_00039411	2030	2045		938	953	14	0.067	b5	Y	-	P	0.6
TCONS_00063256	730	745		947	962	14	0.067	o8	M	-	A	0.6
TCONS_00079871	376	393		946	963	16	0.059	t14	Y	-	P	0.65
TCONS_00151055	1432	1448		947	963	15	0.062	t12	M	-	P	0.56
TCONS_00082787	3984	3999		17	32	14	0.067	d13	Y	+	P	0.47
TCONS_00091949	1929	1945		111	127	15	0.062	d14	R	+	A	0.19
TCONS_00091950	1929	1945		111	127	15	0.062	d14	R	+	A	0.19
TCONS_00011596	259	274		866	881	14	0.067	d7	Y	-	P	0.47
TCONS_00011600	257	272		866	881	14	0.067	d7	Y	-	P	0.47
TCONS_00011601	259	274		866	881	14	0.067	d7	Y	-	P	0.47
TCONS_00072816	271	286		589	604	14	0.067	b9	Y	+	P	0.4
TCONS_00064084	467	482		521	536	14	0.067	d9	R	-	A	0.47
TCONS_00064084	546	561		521	536	14	0.067	d9	R	-	A	0.47
TCONS_00064084	519	534		521	536	14	0.067	d9	R	-	A	0.47
TCONS_00064084	2278	2293		330	345	14	0.067	t5	M	+	A	0.27
TCONS_00141350	132	147		330	345	14	0.067	t9	R	+	A	0.27
TCONS_00141358	132	147		330	345	14	0.067	t9	R	+	A	0.27
TCONS_00064084	482	497		389	404	14	0.067	d12	R	+	A	0.4
TCONS_00064084	561	576		389	404	14	0.067	d12	R	+	A	0.4
TCONS_00011596	309	324		772	787	14	0.067	d5	Y	+	P	0.6
TCONS_00011600	307	322		772	787	14	0.067	d5	Y	+	P	0.6
TCONS_00011601	309	324		772	787	14	0.067	d5	Y	+	P	0.6
TCONS_00052443	2341	2356		133	148	14	0.067	t5	Y	-	P	0.2
TCONS_00118745	2956	2971		133	148	14	0.067	o2	R	-	A	0.2
TCONS_00140475	2325	2340		133	148	14	0.067	t9	Y	-	P	0.2
TCONS_00140475	2263	2278		133	148	14	0.067	t13	M	-	A	0.2
TCONS_00140475	278	293		133	148	14	0.067	t13	Y	-	P	0.2
TCONS_00140476	278	293		133	148	14	0.067	t13	Y	-	P	0.2
TCONS_00140477	278	293		133	148	14	0.067	t13	Y	-	P	0.2
TCONS_00068500	494	509		921	936	14	0.067	t5	Y	+	P	0.6
TCONS_00047191	87	102		946	961	14	0.067	t4	R	-	A	0.27
TCONS_00082787	1470	1485		946	961	14	0.067	t7	M	-	P	0.2
TCONS_00087986	316	332		945	961	15	0.062	t11	Y	-	P	0.31
TCONS_00092424	2562	2577		946	961	14	0.067	t5	Y	-	P	0.2
TCONS_00140475	2271	2286		946	961	14	0.067	t7	M	-	A	0.2
TCONS_00029122	226	241		733	748	14	0.067	t12	Y	+	P	0.73
TCONS_00029122	226	241		739	754	14	0.067	t12	Y	+	P	0.73
TCONS_00052443	5962	5978		733	749	15	0.062	t4	R	+	A	0.75
TCONS_00052443	5961	5983		734	756	20	0.091	o1t9	R	+	A	0.68
TCONS_00064084	722	737		745	760	14	0.067	t4	R	+	A	0.53
TCONS_00065788	1872	1889		733	750	16	0.059	t1	R	+	A	0.82
TCONS_00065788	1870	1887		735	752	16	0.059	t15	R	+	A	0.82
TCONS_00065788	1873	1889		739	755	15	0.062	t1	R	+	A	0.81
TCONS_00065788	1867	1887		741	761	18	0.1	t14t17	R	+	A	0.65
TCONS_00065789	1875	1892		733	750	16	0.059	t1	R	+	A	0.82
TCONS_00065789	1873	1890		735	752	16	0.059	t15	R	+	A	0.82
TCONS_00065789	1876	1892		739	755	15	0.062	t1	R	+	A	0.81
TCONS_00065789	1870	1890		741	761	18	0.1	t14t17	R	+	A	0.65
TCONS_00079871	381	396		736	751	14	0.067	o13	Y	+	P	0.8
TCONS_00141346	1458	1473		733	748	14	0.067	t5	R	+	A	0.73
TCONS_00141346	1458	1474		738	754	15	0.062	t6	R	+	A	0.75
TCONS_00151055	694	709		737	752	14	0.067	t3	M	+	P	0.87
TCONS_00151055	698	713		741	756	14	0.067	t11	M	+	P	0.8
TCONS_00151055	694	709		735	750	14	0.067	t11	M	+	A	0.87
TCONS_00151055	1409	1424		850	865	14	0.067	b11	M	-	P	0.2
TCONS_00039410	3376	3391		557	572	14	0.067	b1	M	+	P	0.33
TCONS_00039411	3376	3391		557	572	14	0.067	b1	M	+	P	0.33
TCONS_00039413	3376	3391		557	572	14	0.067	b1	M	+	P	0.33
TCONS_00039418	3376	3391		557	572	14	0.067	b1	M	+	P	0.33
TCONS_00039419	4331	4346		557	572	14	0.067	b1	M	+	P	0.33
TCONS_00140477	1022	1037		557	572	14	0.067	d1	Y	+	P	0.33
TCONS_00140477	1024	1039		559	574	14	0.067	d13	Y	+	P	0.33
TCONS_00064084	297	312		76	91	14	0.067	t13	R	-	A	0.53
TCONS_00064084	677	692		76	91	14	0.067	t13	R	-	A	0.53
TCONS_00064084	635	650		76	91	14	0.067	o13	R	-	A	0.53
TCONS_00052443	2693	2708		752	767	14	0.067	t3	M	+	A	0.27
TCONS_00011596	279	300		961	982	19	0.095	d2d13	Y	+	P	0.52
TCONS_00011600	277	298		961	982	19	0.095	d2d13	Y	+	P	0.52
TCONS_00011601	279	300		961	982	19	0.095	d2d13	Y	+	P	0.52
TCONS_00003167	190	205		351	366	14	0.067	t9	Y	-	P	0.47
TCONS_00052443	6429	6445		351	367	15	0.062	t2	M	-	P	0.44
TCONS_00051592	1786	1801		427	442	14	0.067	d2	M	-	P	0.27
TCONS_00039422	607	622		99	114	14	0.067	o7	Y	-	P	0.47
TCONS_00068500	1431	1446		171	186	14	0.067	o9	R	-	A	0.27
TCONS_00091949	1929	1944		171	186	14	0.067	t4	R	-	A	0.2
TCONS_00091950	1929	1944		171	186	14	0.067	t4	R	-	A	0.2
TCONS_00097687	1519	1536		169	186	16	0.059	b1	R	-	A	0.24
TCONS_00141350	132	147		171	186	14	0.067	t3	R	-	A	0.27
TCONS_00141358	132	147		171	186	14	0.067	t3	R	-	A	0.27
TCONS_00082787	1472	1487		30	45	14	0.067	d12	M	-	P	0.2
TCONS_00140475	2269	2284		30	45	14	0.067	d12	M	-	A	0.2
TCONS_00140475	2266	2281		27	42	14	0.067	d2	M	-	A	0.2
TCONS_00140794	424	439		27	42	14	0.067	d2	M	-	A	0.2
TCONS_00011596	311	326		399	414	14	0.067	t6	Y	-	P	0.6
TCONS_00011596	314	330		373	389	15	0.062	t3	Y	-	P	0.62
TCONS_00011596	278	293		373	388	14	0.067	t4	Y	-	P	0.67
TCONS_00011596	315	330		314	329	14	0.067	t9	Y	-	P	0.53
TCONS_00011600	309	324		399	414	14	0.067	t6	Y	-	P	0.6
TCONS_00011600	312	328		373	389	15	0.062	t3	Y	-	P	0.62
TCONS_00011600	276	291		373	388	14	0.067	t4	Y	-	P	0.67
TCONS_00011600	313	328		314	329	14	0.067	t9	Y	-	P	0.53
TCONS_00011601	311	326		399	414	14	0.067	t6	Y	-	P	0.6
TCONS_00011601	314	330		373	389	15	0.062	t3	Y	-	P	0.62
TCONS_00011601	278	293		373	388	14	0.067	t4	Y	-	P	0.67
TCONS_00011601	315	330		314	329	14	0.067	t9	Y	-	P	0.53
TCONS_00021426	126	143		397	414	16	0.059	t6	R	-	A	0.65
TCONS_00029122	226	241		340	355	14	0.067	t4	Y	-	P	0.67
TCONS_00039410	574	589		318	333	14	0.067	o13	M	-	A	0.47
TCONS_00039411	7045	7060		372	387	14	0.067	t12	Y	-	P	0.6
TCONS_00039411	574	589		318	333	14	0.067	o13	M	-	A	0.47
TCONS_00039418	336	351		318	333	14	0.067	o13	M	-	A	0.47
TCONS_00039419	574	589		318	333	14	0.067	o13	M	-	A	0.47
TCONS_00039422	1034	1049		360	375	14	0.067	d9	Y	-	P	0.6
TCONS_00052443	5957	5980		340	363	21	0.087	t17t20	R	-	A	0.61
TCONS_00052443	6106	6121		346	361	14	0.067	t7	R	-	A	0.6
TCONS_00052443	6037	6053		332	348	15	0.062	t13	R	-	A	0.44
TCONS_00052443	6037	6053		323	339	15	0.062	t13	R	-	A	0.44
TCONS_00052443	6075	6090		315	330	14	0.067	t9	R	-	A	0.47
TCONS_00064084	340	355		357	372	14	0.067	d12	R	-	A	0.53
TCONS_00064084	209	225		352	368	15	0.062	t1	R	-	A	0.5
TCONS_00064084	173	189		352	368	15	0.062	t1	R	-	A	0.5
TCONS_00064084	151	171		326	346	18	0.1	t8t11	R	-	A	0.45
TCONS_00064084	112	133		329	350	19	0.095	t8t17	R	-	A	0.48
TCONS_00064084	109	129		326	346	18	0.1	t2t11	R	-	A	0.45
TCONS_00064084	112	134		320	342	20	0.091	t8t17	R	-	A	0.45
TCONS_00064084	468	485		355	372	16	0.059	d14	R	-	A	0.53
TCONS_00064084	624	639		357	372	14	0.067	d12	R	-	A	0.53
TCONS_00064084	547	564		355	372	16	0.059	d14	R	-	A	0.53
TCONS_00064084	520	536		355	371	15	0.062	d14	R	-	A	0.5
TCONS_00064084	517	534		352	369	16	0.059	t2	R	-	A	0.47
TCONS_00064084	595	610		352	367	14	0.067	t2	R	-	A	0.4
TCONS_00064084	784	799		317	332	14	0.067	t13	R	-	A	0.47
TCONS_00067824	1243	1265		334	356	20	0.091	t10t14	R	-	A	0.64
TCONS_00068500	1412	1427		352	367	14	0.067	o5	R	-	A	0.47
TCONS_00068500	1442	1457		341	356	14	0.067	o4	R	-	A	0.6
TCONS_00075522	1742	1761		331	350	18	0.053	t5	R	-	A	0.53
TCONS_00075522	1742	1762		322	342	19	0.05	t5	R	-	A	0.5
TCONS_00075522	1744	1762		315	333	18	0		R	-	A	0.5
TCONS_00076444	2504	2519		374	389	14	0.067	o8	R	-	A	0.6
TCONS_00076444	633	649		346	362	15	0.062	t4	R	-	A	0.56
TCONS_00076444	633	655		328	350	20	0.091	t5t11	R	-	A	0.55
TCONS_00076444	636	656		334	354	18	0.1	t11t16	R	-	A	0.55
TCONS_00076444	636	656		325	345	18	0.1	t11t17	R	-	A	0.5
TCONS_00076444	633	653		322	342	18	0.1	t2t14	R	-	A	0.5
TCONS_00076444	639	659		325	345	18	0.1	t5o17	R	-	A	0.5
TCONS_00076444	632	656		318	342	22	0.083	t6t12	R	-	A	0.5
TCONS_00087986	361	377		371	387	15	0.062	o9	M	-	P	0.62
TCONS_00140475	478	493		341	356	14	0.067	o11	M	-	A	0.6
TCONS_00140475	1547	1563		375	391	15	0.062	t9	Y	-	P	0.69
TCONS_00140476	1547	1563		375	391	15	0.062	t9	Y	-	P	0.69
TCONS_00140477	1671	1687		329	345	15	0.062	t1	R	-	A	0.44
TCONS_00140477	1671	1687		320	336	15	0.062	t1	R	-	A	0.44
TCONS_00140477	1547	1563		375	391	15	0.062	t9	Y	-	P	0.69
TCONS_00141346	1451	1467		393	409	15	0.062	t4	R	-	A	0.62
TCONS_00151055	1204	1219		394	409	14	0.067	o7	Y	-	P	0.73
TCONS_00169456	126	149		337	360	21	0.087	o11t13	R	-	A	0.52
TCONS_00169456	126	146		328	348	18	0.1	o11t14	R	-	A	0.5
TCONS_00169456	132	155		328	351	21	0.087	o5t19	R	-	A	0.61
TCONS_00169456	129	151		325	347	20	0.091	t2o8	R	-	A	0.55
TCONS_00169456	125	146		318	339	19	0.095	o12t15	R	-	A	0.48
TCONS_00169456	129	154		316	341	23	0.08	o8t22	R	-	A	0.56
TCONS_00169456	186	205		331	350	18	0.053	t2	R	-	A	0.58
TCONS_00169456	186	209		322	345	22	0.043	t2	R	-	A	0.52
TCONS_00169456	189	209		316	336	19	0.05	t2	R	-	A	0.5
TCONS_00190253	2789	2804		357	372	14	0.067	d12	Y	-	P	0.53
TCONS_00190254	2790	2805		357	372	14	0.067	d12	Y	-	P	0.53
TCONS_00190258	2789	2804		357	372	14	0.067	d12	Y	-	P	0.53
TCONS_00201401	559	583		338	362	22	0.083	t10t16	R	-	A	0.5
TCONS_00201401	561	581		316	336	18	0.1	t10t14	R	-	A	0.45
TCONS_00201716	625	640		349	364	14	0.067	t10	Y	-	P	0.6
TCONS_00011596	230	253		0	23	21	0.087	t9d20	Y	+	P	0.78
TCONS_00011596	235	258		0	23	21	0.087	t9d20	Y	+	P	0.78
TCONS_00011596	240	260		0	20	18	0.1	t9t15	Y	+	P	0.75
TCONS_00011596	227	248		2	23	19	0.095	t7d18	Y	+	P	0.76
TCONS_00011600	228	251		0	23	21	0.087	t9d20	Y	+	P	0.78
TCONS_00011600	233	256		0	23	21	0.087	t9d20	Y	+	P	0.78
TCONS_00011600	238	258		0	20	18	0.1	t9t15	Y	+	P	0.75
TCONS_00011600	225	246		2	23	19	0.095	t7d18	Y	+	P	0.76
TCONS_00011601	230	253		0	23	21	0.087	t9d20	Y	+	P	0.78
TCONS_00011601	235	258		0	23	21	0.087	t9d20	Y	+	P	0.78
TCONS_00011601	240	260		0	20	18	0.1	t9t15	Y	+	P	0.75
TCONS_00011601	227	248		2	23	19	0.095	t7d18	Y	+	P	0.76
TCONS_00065788	1869	1886		0	17	16	0.059	t10	R	+	A	0.82
TCONS_00065788	1877	1892		4	19	14	0.067	o2	R	+	A	0.8
TCONS_00065789	1872	1889		0	17	16	0.059	t10	R	+	A	0.82
TCONS_00065789	1880	1895		4	19	14	0.067	o2	R	+	A	0.8
TCONS_00151055	689	708		0	19	18	0.053	o4	M	+	P	0.89
TCONS_00151055	688	708		0	20	19	0.05	o14	M	+	A	0.85
TCONS_00015542	728	744		649	665	15	0.062	o14	M	-	P	0.12
TCONS_00015542	730	746		647	663	15	0.062	o1	M	-	P	0.12
TCONS_00015542	730	746		644	660	15	0.062	o14	M	-	A	0.12
TCONS_00015542	728	744		642	658	15	0.062	b1	M	-	A	0.12
TCONS_00039411	6751	6766		651	666	14	0.067	o9	R	-	A	0.13
TCONS_00052443	2698	2722		644	668	22	0.083	t9t20	M	-	P	0.12
TCONS_00052443	2688	2709		644	665	19	0.095	t7t14	M	-	P	0.14
TCONS_00052443	2690	2712		644	666	20	0.091	t4t11	M	-	A	0.14
TCONS_00052443	2703	2722		644	663	18	0.053	t9	M	-	A	0.11
TCONS_00054058	413	428		644	659	14	0.067	o3	M	-	P	0.13
TCONS_00054058	413	428		648	663	14	0.067	o11	M	-	A	0.13
TCONS_00064084	2293	2312		644	663	19	0		M	-	P	0.11
TCONS_00064084	2293	2313		644	664	20	0		M	-	A	0.15
TCONS_00067531	331	351		640	660	18	0.1	d3o6	M	-	P	0.1
TCONS_00067531	331	351		647	667	18	0.1	o13t16	M	-	A	0.1
TCONS_00071317	1318	1335		649	666	16	0.059	o11	M	-	P	0.18
TCONS_00082787	1468	1486		644	662	17	0.056	t1	M	-	P	0.11
TCONS_00082787	1468	1486		645	663	17	0.056	t16	M	-	A	0.11
TCONS_00087985	3257	3276		649	668	18	0.053	o1	R	-	A	0.11
TCONS_00092424	2566	2582		651	667	15	0.062	t1	Y	-	P	0.12
TCONS_00097687	1529	1544		651	666	14	0.067	t11	R	-	A	0.13
TCONS_00097687	1528	1544		644	660	15	0.062	t13	R	-	A	0.12
TCONS_00140475	2319	2339		648	668	18	0.1	t7o16	Y	-	P	0.15
TCONS_00140475	1822	1842		646	666	18	0.1	o15t17	M	-	P	0.1
TCONS_00140475	1823	1843		645	665	18	0.1	o16t18	M	-	P	0.1
TCONS_00140475	1838	1855		645	662	17	0		M	-	P	0.12
TCONS_00140475	1844	1861		645	662	17	0		M	-	P	0.12
TCONS_00140475	1850	1867		645	662	17	0		M	-	P	0.12
TCONS_00140475	1856	1874		644	662	18	0		M	-	P	0.11
TCONS_00140475	1832	1849		645	662	17	0		M	-	P	0.12
TCONS_00140475	1850	1867		645	662	17	0		M	-	A	0.12
TCONS_00140475	1844	1861		645	662	17	0		M	-	A	0.12
TCONS_00140475	1838	1855		645	662	17	0		M	-	A	0.12
TCONS_00140475	1832	1849		645	662	17	0		M	-	A	0.12
TCONS_00140475	1823	1843		642	662	18	0.1	d1o3	M	-	A	0.1
TCONS_00140475	1822	1842		641	661	18	0.1	d2o4	M	-	A	0.1
TCONS_00140475	1856	1875		645	664	19	0		M	-	A	0.16
TCONS_00140475	2270	2286		647	663	15	0.062	t14	M	-	P	0.12
TCONS_00140475	2270	2286		644	660	15	0.062	t1	M	-	A	0.12
TCONS_00140477	624	640		646	662	16	0		M	-	P	0.12
TCONS_00140477	618	635		645	662	16	0.059	o13	M	-	P	0.12
TCONS_00140477	618	635		645	662	16	0.059	o3	M	-	A	0.12
TCONS_00140477	624	640		645	661	16	0		M	-	A	0.12
TCONS_00151055	1543	1564		647	668	20	0.048	t11	R	-	A	0.14
TCONS_00064084	2283	2298		738	753	14	0.067	d3	M	-	A	0.13
TCONS_00072816	1486	1501		738	753	14	0.067	d3	M	-	A	0.13
TCONS_00092424	2566	2581		742	757	14	0.067	d11	Y	-	P	0.13
TCONS_00092424	2559	2575		737	753	15	0.062	d4	Y	-	P	0.12
TCONS_00201716	1422	1439		950	967	16	0.059	o12	M	-	A	0.59
TCONS_00011596	141	156		748	763	14	0.067	t1	Y	-	P	0.6
TCONS_00011596	221	237		746	762	15	0.062	t12	Y	-	P	0.69
TCONS_00011596	225	240		743	758	14	0.067	t2	Y	-	P	0.6
TCONS_00011600	139	154		748	763	14	0.067	t1	Y	-	P	0.6
TCONS_00011600	219	235		746	762	15	0.062	t12	Y	-	P	0.69
TCONS_00011600	223	238		743	758	14	0.067	t2	Y	-	P	0.6
TCONS_00011601	141	156		748	763	14	0.067	t1	Y	-	P	0.6
TCONS_00011601	221	237		746	762	15	0.062	t12	Y	-	P	0.69
TCONS_00011601	225	240		743	758	14	0.067	t2	Y	-	P	0.6
TCONS_00079871	375	390		744	759	14	0.067	t1	Y	-	P	0.67
TCONS_00021426	230	245		681	696	14	0.067	t8	R	+	A	0.53
TCONS_00167180	1792	1809		683	700	16	0.059	t11	R	+	A	0.53
TCONS_00039410	2088	2104		565	581	15	0.062	t6	R	-	A	0.56
TCONS_00039411	2088	2104		565	581	15	0.062	t6	R	-	A	0.56
TCONS_00039413	2088	2104		565	581	15	0.062	t6	R	-	A	0.56
TCONS_00039418	2088	2104		565	581	15	0.062	t6	R	-	A	0.56
TCONS_00039419	3043	3059		565	581	15	0.062	t6	R	-	A	0.56
TCONS_00070550	196	211		565	580	14	0.067	o13	R	-	A	0.53
TCONS_00064084	180	196		550	566	15	0.062	t3	R	+	A	0.31
TCONS_00064084	102	117		551	566	14	0.067	t2	R	+	A	0.33
TCONS_00064084	397	412		552	567	14	0.067	t7	R	+	A	0.33
TCONS_00064084	653	668		551	566	14	0.067	o5	R	+	A	0.33
TCONS_00064084	578	593		551	566	14	0.067	o5	R	+	A	0.33
TCONS_00064084	530	545		551	566	14	0.067	o5	R	+	A	0.33
TCONS_00064084	511	526		552	567	14	0.067	t11	R	+	A	0.27
TCONS_00118745	2959	2974		9	24	14	0.067	d5	R	-	A	0.13
TCONS_00011596	312	328		181	197	15	0.062	d11	Y	-	P	0.56
TCONS_00011600	310	326		181	197	15	0.062	d11	Y	-	P	0.56
TCONS_00011601	312	328		181	197	15	0.062	d11	Y	-	P	0.56
TCONS_00039410	2087	2102		182	197	14	0.067	d10	R	-	A	0.53
TCONS_00039411	2087	2102		182	197	14	0.067	d10	R	-	A	0.53
TCONS_00039413	2087	2102		182	197	14	0.067	d10	R	-	A	0.53
TCONS_00039418	2087	2102		182	197	14	0.067	d10	R	-	A	0.53
TCONS_00039419	3042	3057		182	197	14	0.067	d10	R	-	A	0.53
TCONS_00067531	322	337		927	942	14	0.067	t10	M	-	P	0.27
TCONS_00067531	323	339		927	943	15	0.062	t10	M	-	A	0.25
TCONS_00076444	2015	2030		927	942	14	0.067	t5	Y	-	P	0.33
TCONS_00011596	216	231		410	425	14	0.067	t6	Y	+	P	0.6
TCONS_00011596	250	265		404	419	15	0		Y	+	P	0.67
TCONS_00011596	299	322		411	434	21	0.087	t5o8	Y	+	P	0.61
TCONS_00011596	272	293		415	436	19	0.095	t4t16	Y	+	P	0.57
TCONS_00011596	315	330		421	436	14	0.067	t11	Y	+	P	0.6
TCONS_00011596	256	271		406	421	14	0.067	o12	Y	+	P	0.53
TCONS_00011599	256	271		406	421	14	0.067	o12	Y	+	P	0.53
TCONS_00011600	214	229		410	425	14	0.067	t6	Y	+	P	0.6
TCONS_00011600	248	263		404	419	15	0		Y	+	P	0.67
TCONS_00011600	297	320		411	434	21	0.087	t5o8	Y	+	P	0.61
TCONS_00011600	270	291		415	436	19	0.095	t4t16	Y	+	P	0.57
TCONS_00011600	313	328		421	436	14	0.067	t11	Y	+	P	0.6
TCONS_00011601	216	231		410	425	14	0.067	t6	Y	+	P	0.6
TCONS_00011601	250	265		404	419	15	0		Y	+	P	0.67
TCONS_00011601	299	322		411	434	21	0.087	t5o8	Y	+	P	0.61
TCONS_00011601	272	293		415	436	19	0.095	t4t16	Y	+	P	0.57
TCONS_00011601	315	330		421	436	14	0.067	t11	Y	+	P	0.6
TCONS_00039411	7045	7060		422	437	14	0.067	t2	Y	+	P	0.6
TCONS_00071317	1255	1271		413	429	15	0.062	t1	Y	+	P	0.5
TCONS_00087986	361	377		422	438	15	0.062	o6	M	+	P	0.62
TCONS_00118745	3229	3244		425	440	14	0.067	t6	M	+	P	0.67
TCONS_00118745	3229	3244		424	439	14	0.067	t7	M	+	A	0.67
TCONS_00151055	2446	2461		412	427	14	0.067	o2	R	+	A	0.47
TCONS_00151055	628	643		413	428	14	0.067	o13	M	+	P	0.47
TCONS_00151055	236	251		919	934	14	0.067	b12	Y	+	P	0.87
TCONS_00151055	696	712		919	935	15	0.062	d12	M	+	P	0.88
TCONS_00151055	689	711		919	941	20	0.091	d12b17	M	+	A	0.86
TCONS_00167180	2719	2735		913	929	15	0.062	b5	M	+	P	0.81
TCONS_00021426	6	26		290	310	18	0.1	d4b14	M	+	A	0.45
TCONS_00021427	6	26		290	310	18	0.1	d4b14	M	+	A	0.45
TCONS_00108869	937	958		283	304	19	0.095	b5b11	R	+	A	0.43
TCONS_00064084	380	395		564	579	14	0.067	o7	R	+	A	0.4
TCONS_00064084	332	347		564	579	14	0.067	o13	R	+	A	0.4
TCONS_00064084	284	299		564	579	15	0		R	+	A	0.47
TCONS_00064084	661	676		564	579	14	0.067	o13	R	+	A	0.4
TCONS_00064084	616	631		564	579	14	0.067	o13	R	+	A	0.4
TCONS_00011642	1597	1612		81	96	14	0.067	t5	Y	-	P	0.4
TCONS_00052443	2697	2713		86	102	15	0.062	t7	M	-	A	0.25
TCONS_00064084	390	405		88	103	14	0.067	t11	R	-	A	0.4
TCONS_00141350	129	146		74	91	16	0.059	t9	R	-	A	0.35
TCONS_00141358	129	146		74	91	16	0.059	t9	R	-	A	0.35
TCONS_00151055	1547	1562		86	101	14	0.067	t4	R	-	A	0.2
TCONS_00167180	2875	2890		87	102	14	0.067	t10	R	-	A	0.33
TCONS_00064084	444	459		764	779	14	0.067	d1	R	-	A	0.6
TCONS_00052443	5989	6004		294	309	14	0.067	t2	R	+	A	0.27
TCONS_00052443	2704	2719		294	309	14	0.067	t6	M	+	P	0.2
TCONS_00052443	2706	2721		294	309	14	0.067	t6	M	+	A	0.2
TCONS_00076444	3905	3921		294	310	16	0		Y	+	P	0.31
TCONS_00011596	344	359		305	320	14	0.067	d2	Y	-	P	0.67
TCONS_00011600	342	357		305	320	14	0.067	d2	Y	-	P	0.67
TCONS_00011601	344	359		305	320	14	0.067	d2	Y	-	P	0.67
TCONS_00052443	2707	2723		806	822	15	0.062	t5	M	+	P	0.12
TCONS_00052443	2703	2718		806	821	14	0.067	t5	M	+	A	0.13
TCONS_00054058	413	429		806	822	15	0.062	o11	M	+	P	0.12
TCONS_00064084	2294	2312		803	821	17	0.056	d2	M	+	P	0.11
TCONS_00064084	2292	2311		803	822	18	0.053	d2	M	+	A	0.11
TCONS_00067531	332	348		806	822	15	0.062	o12	M	+	P	0.12
TCONS_00082787	1468	1484		803	819	15	0.062	d2	M	+	P	0.12
TCONS_00082787	1471	1487		806	822	15	0.062	t13	M	+	P	0.12
TCONS_00082787	1468	1484		804	820	15	0.062	d1	M	+	A	0.12
TCONS_00082787	1466	1482		806	822	15	0.062	o14	M	+	A	0.12
TCONS_00097687	1527	1543		806	822	15	0.062	t1	R	+	A	0.12
TCONS_00140475	1832	1849		803	820	16	0.059	d2	M	+	P	0.12
TCONS_00140475	1835	1851		806	822	15	0.062	t14	M	+	P	0.12
TCONS_00140475	1838	1855		803	820	16	0.059	d2	M	+	P	0.12
TCONS_00140475	1841	1857		806	822	15	0.062	t14	M	+	P	0.12
